<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,D,20170522,000000,107890.0000000,108970.0000000,107210.0000000,108260.0000000,562666
SPFB.RTS,D,20170523,000000,108240.0000000,109750.0000000,107650.0000000,109400.0000000,537075
SPFB.RTS,D,20170524,000000,109430.0000000,109860.0000000,107730.0000000,108820.0000000,567692
SPFB.RTS,D,20170525,000000,108880.0000000,109750.0000000,107080.0000000,107170.0000000,691005
SPFB.RTS,D,20170526,000000,107170.0000000,107670.0000000,106650.0000000,107450.0000000,513242
SPFB.RTS,D,20170529,000000,107440.0000000,108400.0000000,107020.0000000,107500.0000000,341340
SPFB.RTS,D,20170530,000000,107500.0000000,107980.0000000,107030.0000000,107640.0000000,413981
SPFB.RTS,D,20170531,000000,107630.0000000,107630.0000000,104610.0000000,105530.0000000,648543
SPFB.RTS,D,20170601,000000,105490.0000000,105750.0000000,103410.0000000,103790.0000000,591807
SPFB.RTS,D,20170602,000000,103750.0000000,104800.0000000,102390.0000000,104420.0000000,698255
SPFB.RTS,D,20170605,000000,104420.0000000,105130.0000000,103570.0000000,104030.0000000,502356
SPFB.RTS,D,20170606,000000,104030.0000000,104890.0000000,103310.0000000,104100.0000000,462533
SPFB.RTS,D,20170607,000000,104080.0000000,104660.0000000,102410.0000000,102700.0000000,531499
SPFB.RTS,D,20170608,000000,102710.0000000,103500.0000000,101740.0000000,103060.0000000,557596
SPFB.RTS,D,20170609,000000,103020.0000000,104070.0000000,102670.0000000,103340.0000000,508226
SPFB.RTS,D,20170613,000000,103400.0000000,103720.0000000,102820.0000000,102950.0000000,518643
SPFB.RTS,D,20170614,000000,102990.0000000,103120.0000000,99620.0000000,100100.0000000,611929
SPFB.RTS,D,20170615,000000,97560.0000000,97930.0000000,94760.0000000,96910.0000000,863357
SPFB.RTS,D,20170616,000000,97520.0000000,97960.0000000,96410.0000000,96990.0000000,370105
SPFB.RTS,D,20170619,000000,96990.0000000,97830.0000000,96870.0000000,97750.0000000,427748
SPFB.RTS,D,20170620,000000,97750.0000000,98540.0000000,95300.0000000,95780.0000000,625213
SPFB.RTS,D,20170621,000000,95550.0000000,96180.0000000,93550.0000000,94050.0000000,724028
SPFB.RTS,D,20170622,000000,94090.0000000,96280.0000000,93820.0000000,95480.0000000,604306
SPFB.RTS,D,20170623,000000,95540.0000000,97340.0000000,95420.0000000,97200.0000000,563875
SPFB.RTS,D,20170626,000000,97250.0000000,98240.0000000,96660.0000000,97280.0000000,597406
SPFB.RTS,D,20170627,000000,97290.0000000,98730.0000000,96410.0000000,96510.0000000,666086
SPFB.RTS,D,20170628,000000,96640.0000000,98890.0000000,96640.0000000,98640.0000000,561771
SPFB.RTS,D,20170629,000000,98670.0000000,99370.0000000,96860.0000000,97430.0000000,582122
SPFB.RTS,D,20170630,000000,97430.0000000,99080.0000000,97420.0000000,99080.0000000,468534
SPFB.RTS,D,20170703,000000,99080.0000000,99460.0000000,97880.0000000,99220.0000000,467393
SPFB.RTS,D,20170704,000000,99210.0000000,99970.0000000,98880.0000000,99540.0000000,364940
SPFB.RTS,D,20170705,000000,99670.0000000,99970.0000000,98220.0000000,99180.0000000,635992
SPFB.RTS,D,20170706,000000,99170.0000000,99390.0000000,98080.0000000,98350.0000000,567902
SPFB.RTS,D,20170707,000000,98260.0000000,99040.0000000,97730.0000000,98360.0000000,548689
SPFB.RTS,D,20170710,000000,98420.0000000,99700.0000000,98160.0000000,99360.0000000,590889
SPFB.RTS,D,20170711,000000,99350.0000000,99840.0000000,98090.0000000,99700.0000000,527369
SPFB.RTS,D,20170712,000000,99740.0000000,102010.0000000,99640.0000000,101580.0000000,671595
SPFB.RTS,D,20170713,000000,101500.0000000,102260.0000000,101130.0000000,102000.0000000,519079
SPFB.RTS,D,20170714,000000,101920.0000000,103950.0000000,101750.0000000,103850.0000000,527796
SPFB.RTS,D,20170717,000000,103770.0000000,104320.0000000,102460.0000000,103130.0000000,429116
SPFB.RTS,D,20170718,000000,103200.0000000,103900.0000000,102120.0000000,102500.0000000,535626
SPFB.RTS,D,20170719,000000,102460.0000000,104480.0000000,102250.0000000,104280.0000000,491493
SPFB.RTS,D,20170720,000000,104360.0000000,104660.0000000,103620.0000000,103900.0000000,488239
SPFB.RTS,D,20170721,000000,103880.0000000,104330.0000000,102300.0000000,102630.0000000,499489
SPFB.RTS,D,20170724,000000,102630.0000000,102630.0000000,100830.0000000,101420.0000000,588739
SPFB.RTS,D,20170725,000000,101500.0000000,102160.0000000,100460.0000000,101990.0000000,531731
SPFB.RTS,D,20170726,000000,101950.0000000,103030.0000000,101070.0000000,102820.0000000,542687
SPFB.RTS,D,20170727,000000,102760.0000000,103250.0000000,101870.0000000,102520.0000000,460884
SPFB.RTS,D,20170728,000000,102370.0000000,102500.0000000,100680.0000000,101500.0000000,507141
SPFB.RTS,D,20170731,000000,101500.0000000,101820.0000000,99650.0000000,101520.0000000,524226
SPFB.RTS,D,20170801,000000,101490.0000000,102420.0000000,101000.0000000,101180.0000000,497119
SPFB.RTS,D,20170802,000000,101120.0000000,102790.0000000,100960.0000000,102410.0000000,500155
SPFB.RTS,D,20170803,000000,102400.0000000,103120.0000000,101760.0000000,101950.0000000,447955
SPFB.RTS,D,20170804,000000,101980.0000000,103050.0000000,101750.0000000,102650.0000000,468786
SPFB.RTS,D,20170807,000000,102650.0000000,103690.0000000,102560.0000000,103470.0000000,459712
SPFB.RTS,D,20170808,000000,103430.0000000,104980.0000000,103230.0000000,104340.0000000,464480
SPFB.RTS,D,20170809,000000,104270.0000000,104450.0000000,103280.0000000,103980.0000000,488399
SPFB.RTS,D,20170810,000000,104010.0000000,104290.0000000,102400.0000000,102460.0000000,551858
SPFB.RTS,D,20170811,000000,102460.0000000,102920.0000000,101120.0000000,102710.0000000,526754
SPFB.RTS,D,20170814,000000,102750.0000000,103480.0000000,102270.0000000,102450.0000000,441034
SPFB.RTS,D,20170815,000000,102490.0000000,103190.0000000,101760.0000000,103130.0000000,460715
SPFB.RTS,D,20170816,000000,103200.0000000,103690.0000000,102550.0000000,102600.0000000,438627
SPFB.RTS,D,20170817,000000,102680.0000000,103640.0000000,102510.0000000,102540.0000000,449255
SPFB.RTS,D,20170818,000000,102600.0000000,103400.0000000,101730.0000000,103180.0000000,477760
SPFB.RTS,D,20170821,000000,103150.0000000,103820.0000000,102790.0000000,103110.0000000,401363
SPFB.RTS,D,20170822,000000,103140.0000000,104110.0000000,103140.0000000,103770.0000000,367496
SPFB.RTS,D,20170823,000000,103750.0000000,104500.0000000,103470.0000000,104340.0000000,357623
SPFB.RTS,D,20170824,000000,104360.0000000,105080.0000000,104230.0000000,104830.0000000,300436
SPFB.RTS,D,20170825,000000,104900.0000000,106320.0000000,104900.0000000,106120.0000000,360966
SPFB.RTS,D,20170828,000000,106080.0000000,106960.0000000,105860.0000000,106910.0000000,329860
SPFB.RTS,D,20170829,000000,106900.0000000,107140.0000000,105320.0000000,106800.0000000,436177
SPFB.RTS,D,20170830,000000,106850.0000000,108470.0000000,106660.0000000,107720.0000000,547074
SPFB.RTS,D,20170831,000000,107650.0000000,109860.0000000,107510.0000000,109270.0000000,548271
SPFB.RTS,D,20170901,000000,109330.0000000,110720.0000000,109280.0000000,110360.0000000,477531
SPFB.RTS,D,20170904,000000,110330.0000000,110330.0000000,108670.0000000,109550.0000000,373294
SPFB.RTS,D,20170905,000000,109550.0000000,110400.0000000,108680.0000000,109230.0000000,517336
SPFB.RTS,D,20170906,000000,109300.0000000,111160.0000000,109270.0000000,110890.0000000,431792
SPFB.RTS,D,20170907,000000,110850.0000000,112200.0000000,110800.0000000,111740.0000000,472294
SPFB.RTS,D,20170908,000000,111730.0000000,112520.0000000,111150.0000000,111380.0000000,457459
SPFB.RTS,D,20170911,000000,110930.0000000,112510.0000000,110930.0000000,112000.0000000,32225
SPFB.RTS,D,20170912,000000,112250.0000000,112350.0000000,111420.0000000,112030.0000000,19709
SPFB.RTS,D,20170913,000000,111910.0000000,112800.0000000,111000.0000000,111400.0000000,29342
SPFB.RTS,D,20170914,000000,111410.0000000,112390.0000000,110650.0000000,111850.0000000,53016
SPFB.RTS,D,20170915,000000,111950.0000000,112310.0000000,111070.0000000,111550.0000000,67191
SPFB.RTS,D,20170918,000000,111790.0000000,112430.0000000,110960.0000000,111050.0000000,72473
SPFB.RTS,D,20170919,000000,111150.0000000,111590.0000000,110420.0000000,110970.0000000,141449
SPFB.RTS,D,20170920,000000,110820.0000000,112150.0000000,110710.0000000,111630.0000000,273529
SPFB.RTS,D,20170921,000000,111430.0000000,112130.0000000,110940.0000000,111880.0000000,430414
SPFB.RTS,D,20170922,000000,111940.0000000,112340.0000000,111520.0000000,111940.0000000,364091
SPFB.RTS,D,20170925,000000,112000.0000000,113430.0000000,111740.0000000,113210.0000000,416800
SPFB.RTS,D,20170926,000000,113200.0000000,114320.0000000,112130.0000000,112700.0000000,472896
SPFB.RTS,D,20170927,000000,112700.0000000,112890.0000000,111920.0000000,112290.0000000,445834
SPFB.RTS,D,20170928,000000,112220.0000000,113120.0000000,111600.0000000,112420.0000000,449242
SPFB.RTS,D,20170929,000000,112450.0000000,113660.0000000,112060.0000000,113380.0000000,375054
SPFB.RTS,D,20171002,000000,113330.0000000,113490.0000000,112690.0000000,112800.0000000,323110
SPFB.RTS,D,20171003,000000,112770.0000000,113390.0000000,112560.0000000,112890.0000000,328591
SPFB.RTS,D,20171004,000000,112960.0000000,113930.0000000,112710.0000000,113320.0000000,350000
SPFB.RTS,D,20171005,000000,113350.0000000,114640.0000000,113190.0000000,114320.0000000,395532
SPFB.RTS,D,20171006,000000,114340.0000000,114760.0000000,113250.0000000,113390.0000000,396703
SPFB.RTS,D,20171009,000000,113430.0000000,113640.0000000,112560.0000000,113020.0000000,312183
SPFB.RTS,D,20171010,000000,113070.0000000,113940.0000000,113070.0000000,113490.0000000,288772
SPFB.RTS,D,20171011,000000,113490.0000000,114560.0000000,113460.0000000,114300.0000000,308378
SPFB.RTS,D,20171012,000000,114330.0000000,114780.0000000,113980.0000000,114250.0000000,293027
SPFB.RTS,D,20171013,000000,114270.0000000,115620.0000000,114220.0000000,115330.0000000,334236
SPFB.RTS,D,20171016,000000,115350.0000000,116260.0000000,115350.0000000,115730.0000000,285460
SPFB.RTS,D,20171017,000000,115640.0000000,115640.0000000,114320.0000000,115010.0000000,356396
SPFB.RTS,D,20171018,000000,115020.0000000,115540.0000000,114630.0000000,115020.0000000,358731
SPFB.RTS,D,20171019,000000,115010.0000000,115150.0000000,113560.0000000,113830.0000000,425401
SPFB.RTS,D,20171020,000000,113850.0000000,114290.0000000,113210.0000000,113910.0000000,363065
SPFB.RTS,D,20171023,000000,113910.0000000,114070.0000000,113080.0000000,113110.0000000,272319
SPFB.RTS,D,20171024,000000,113130.0000000,113570.0000000,112710.0000000,113390.0000000,349525
SPFB.RTS,D,20171025,000000,113350.0000000,113470.0000000,111720.0000000,111930.0000000,375144
SPFB.RTS,D,20171026,000000,111950.0000000,112240.0000000,111160.0000000,112040.0000000,402131
SPFB.RTS,D,20171027,000000,112030.0000000,112460.0000000,110660.0000000,112100.0000000,493924
SPFB.RTS,D,20171030,000000,112180.0000000,113430.0000000,112060.0000000,112660.0000000,377955
SPFB.RTS,D,20171031,000000,112700.0000000,112790.0000000,111460.0000000,111650.0000000,370335
SPFB.RTS,D,20171101,000000,111700.0000000,113220.0000000,111700.0000000,112100.0000000,462273
SPFB.RTS,D,20171102,000000,112100.0000000,112560.0000000,111510.0000000,112420.0000000,387380
SPFB.RTS,D,20171103,000000,112440.0000000,113050.0000000,110830.0000000,111540.0000000,534171
SPFB.RTS,D,20171107,000000,111630.0000000,115160.0000000,111630.0000000,114020.0000000,596745
SPFB.RTS,D,20171108,000000,113990.0000000,115780.0000000,113600.0000000,115220.0000000,482818
SPFB.RTS,D,20171109,000000,115220.0000000,115970.0000000,114470.0000000,115570.0000000,592374
SPFB.RTS,D,20171110,000000,115500.0000000,116250.0000000,115210.0000000,115580.0000000,495117
SPFB.RTS,D,20171113,000000,115560.0000000,116690.0000000,114620.0000000,115000.0000000,551355
SPFB.RTS,D,20171114,000000,115000.0000000,115110.0000000,113200.0000000,113310.0000000,555317
SPFB.RTS,D,20171115,000000,113200.0000000,113200.0000000,111480.0000000,111560.0000000,504711
SPFB.RTS,D,20171116,000000,111610.0000000,112730.0000000,110770.0000000,112480.0000000,627077
SPFB.RTS,D,20171117,000000,112510.0000000,113790.0000000,112160.0000000,113650.0000000,441561
SPFB.RTS,D,20171120,000000,113540.0000000,113540.0000000,112250.0000000,113030.0000000,400686
SPFB.RTS,D,20171121,000000,113080.0000000,114480.0000000,113010.0000000,114290.0000000,445138
SPFB.RTS,D,20171122,000000,114310.0000000,115940.0000000,114310.0000000,115940.0000000,390623
SPFB.RTS,D,20171123,000000,115930.0000000,116140.0000000,115160.0000000,115800.0000000,355132
SPFB.RTS,D,20171124,000000,115750.0000000,116580.0000000,115120.0000000,116170.0000000,407713
SPFB.RTS,D,20171127,000000,116150.0000000,116800.0000000,115060.0000000,115160.0000000,423287
SPFB.RTS,D,20171128,000000,115160.0000000,115840.0000000,114450.0000000,115460.0000000,462678
SPFB.RTS,D,20171129,000000,115450.0000000,115980.0000000,113100.0000000,113360.0000000,594382
SPFB.RTS,D,20171130,000000,113490.0000000,114160.0000000,112420.0000000,112720.0000000,544407
SPFB.RTS,D,20171201,000000,112810.0000000,113260.0000000,110480.0000000,111450.0000000,593880
SPFB.RTS,D,20171204,000000,111450.0000000,113350.0000000,110850.0000000,112680.0000000,530091
SPFB.RTS,D,20171205,000000,112610.0000000,113340.0000000,112500.0000000,112900.0000000,364379
SPFB.RTS,D,20171206,000000,112830.0000000,113030.0000000,111660.0000000,112040.0000000,428371
SPFB.RTS,D,20171207,000000,112030.0000000,112410.0000000,111380.0000000,111990.0000000,413014
SPFB.RTS,D,20171208,000000,112010.0000000,112430.0000000,111050.0000000,111720.0000000,417960
SPFB.RTS,D,20171211,000000,112230.0000000,114850.0000000,112230.0000000,114760.0000000,8770
SPFB.RTS,D,20171212,000000,114900.0000000,115760.0000000,114240.0000000,114420.0000000,11987
SPFB.RTS,D,20171213,000000,114530.0000000,115330.0000000,114020.0000000,115030.0000000,15152
SPFB.RTS,D,20171214,000000,115030.0000000,115360.0000000,114440.0000000,115130.0000000,16105
SPFB.RTS,D,20171215,000000,115030.0000000,115300.0000000,114410.0000000,114730.0000000,31820
SPFB.RTS,D,20171218,000000,114800.0000000,116020.0000000,114230.0000000,114730.0000000,63984
SPFB.RTS,D,20171219,000000,114880.0000000,115320.0000000,113480.0000000,113580.0000000,110564
SPFB.RTS,D,20171220,000000,113730.0000000,114230.0000000,113100.0000000,113750.0000000,157526
SPFB.RTS,D,20171221,000000,113720.0000000,114090.0000000,113000.0000000,113740.0000000,331360
SPFB.RTS,D,20171222,000000,113760.0000000,114920.0000000,113710.0000000,114830.0000000,279696
SPFB.RTS,D,20171225,000000,114890.0000000,115280.0000000,114680.0000000,115030.0000000,130175
SPFB.RTS,D,20171226,000000,115100.0000000,115800.0000000,114510.0000000,115750.0000000,236967
SPFB.RTS,D,20171227,000000,115770.0000000,115960.0000000,115220.0000000,115460.0000000,246422
SPFB.RTS,D,20171228,000000,115460.0000000,115820.0000000,115030.0000000,115400.0000000,183600
SPFB.RTS,D,20171229,000000,115460.0000000,116740.0000000,114920.0000000,116370.0000000,176569
SPFB.RTS,D,20180103,000000,116390.0000000,119950.0000000,115410.0000000,119230.0000000,277840
SPFB.RTS,D,20180104,000000,119330.0000000,122590.0000000,119250.0000000,122530.0000000,383299
SPFB.RTS,D,20180105,000000,122440.0000000,122950.0000000,121470.0000000,122710.0000000,249867
SPFB.RTS,D,20180109,000000,122880.0000000,124520.0000000,122720.0000000,123920.0000000,328893
SPFB.RTS,D,20180110,000000,123930.0000000,124390.0000000,122920.0000000,123680.0000000,354152
SPFB.RTS,D,20180111,000000,123680.0000000,125760.0000000,123130.0000000,125560.0000000,329795
SPFB.RTS,D,20180112,000000,125590.0000000,127050.0000000,124760.0000000,126910.0000000,396629
SPFB.RTS,D,20180115,000000,126990.0000000,127860.0000000,126430.0000000,127170.0000000,348457
SPFB.RTS,D,20180116,000000,127120.0000000,127260.0000000,125060.0000000,125300.0000000,422062
SPFB.RTS,D,20180117,000000,125270.0000000,127470.0000000,124650.0000000,126830.0000000,485696
SPFB.RTS,D,20180118,000000,126830.0000000,129480.0000000,126820.0000000,129280.0000000,492495
SPFB.RTS,D,20180119,000000,129160.0000000,129190.0000000,127090.0000000,127810.0000000,399256
SPFB.RTS,D,20180122,000000,127810.0000000,129270.0000000,127650.0000000,129010.0000000,324000
SPFB.RTS,D,20180123,000000,129020.0000000,129910.0000000,127470.0000000,129040.0000000,441242
SPFB.RTS,D,20180124,000000,129030.0000000,130200.0000000,127890.0000000,130130.0000000,432627
SPFB.RTS,D,20180125,000000,130180.0000000,131950.0000000,130130.0000000,130720.0000000,594614
SPFB.RTS,D,20180126,000000,130720.0000000,131380.0000000,128610.0000000,129160.0000000,474462
SPFB.RTS,D,20180129,000000,129200.0000000,129580.0000000,127550.0000000,127690.0000000,438858
SPFB.RTS,D,20180130,000000,127600.0000000,129600.0000000,127030.0000000,127600.0000000,575871
SPFB.RTS,D,20180131,000000,127600.0000000,128990.0000000,127310.0000000,128550.0000000,487110
SPFB.RTS,D,20180201,000000,128580.0000000,130270.0000000,128300.0000000,129570.0000000,530007
SPFB.RTS,D,20180202,000000,129450.0000000,130300.0000000,126830.0000000,126930.0000000,574322
SPFB.RTS,D,20180205,000000,126900.0000000,127370.0000000,124270.0000000,124350.0000000,713393
SPFB.RTS,D,20180206,000000,124300.0000000,126140.0000000,122000.0000000,125740.0000000,1123370
SPFB.RTS,D,20180207,000000,125770.0000000,126150.0000000,122610.0000000,122700.0000000,699969
SPFB.RTS,D,20180208,000000,122690.0000000,123690.0000000,119610.0000000,119610.0000000,912189
SPFB.RTS,D,20180209,000000,119680.0000000,120440.0000000,115200.0000000,119450.0000000,1250075
SPFB.RTS,D,20180212,000000,119590.0000000,122320.0000000,119590.0000000,121610.0000000,802857
SPFB.RTS,D,20180213,000000,121670.0000000,123480.0000000,121340.0000000,123460.0000000,660159
SPFB.RTS,D,20180214,000000,123410.0000000,126330.0000000,122110.0000000,126320.0000000,874956
SPFB.RTS,D,20180215,000000,126330.0000000,127520.0000000,125670.0000000,127410.0000000,687203
SPFB.RTS,D,20180216,000000,127440.0000000,128090.0000000,125310.0000000,126100.0000000,683651
SPFB.RTS,D,20180219,000000,126260.0000000,127190.0000000,125820.0000000,126290.0000000,344631
SPFB.RTS,D,20180220,000000,126300.0000000,127200.0000000,125720.0000000,126390.0000000,448255
SPFB.RTS,D,20180221,000000,126350.0000000,129850.0000000,126190.0000000,128420.0000000,593514
SPFB.RTS,D,20180222,000000,128420.0000000,131050.0000000,128150.0000000,130670.0000000,467820
SPFB.RTS,D,20180226,000000,130750.0000000,134280.0000000,130750.0000000,133860.0000000,530067
SPFB.RTS,D,20180227,000000,133860.0000000,133920.0000000,130320.0000000,130480.0000000,576363
SPFB.RTS,D,20180228,000000,130410.0000000,130940.0000000,128100.0000000,128280.0000000,549690
SPFB.RTS,D,20180301,000000,128160.0000000,128740.0000000,126500.0000000,128020.0000000,774275
SPFB.RTS,D,20180302,000000,128000.0000000,128360.0000000,124920.0000000,127590.0000000,741399
SPFB.RTS,D,20180305,000000,127470.0000000,129480.0000000,126950.0000000,129460.0000000,485458
SPFB.RTS,D,20180306,000000,129480.0000000,129910.0000000,127010.0000000,127430.0000000,542150
SPFB.RTS,D,20180307,000000,127450.0000000,127450.0000000,125600.0000000,126830.0000000,587415
SPFB.RTS,D,20180309,000000,126730.0000000,129190.0000000,126140.0000000,128940.0000000,325835
SPFB.RTS,D,20180312,000000,128600.0000000,129250.0000000,127820.0000000,128620.0000000,24165
SPFB.RTS,D,20180313,000000,128260.0000000,129120.0000000,126800.0000000,127110.0000000,143208
SPFB.RTS,D,20180314,000000,127070.0000000,128070.0000000,125120.0000000,125600.0000000,230089
SPFB.RTS,D,20180315,000000,125620.0000000,126110.0000000,123940.0000000,124420.0000000,618091
SPFB.RTS,D,20180316,000000,124400.0000000,126230.0000000,123520.0000000,126200.0000000,538623
SPFB.RTS,D,20180319,000000,126110.0000000,126240.0000000,123600.0000000,123990.0000000,537486
SPFB.RTS,D,20180320,000000,124000.0000000,126030.0000000,123260.0000000,125780.0000000,618019
SPFB.RTS,D,20180321,000000,125780.0000000,128390.0000000,125580.0000000,128250.0000000,661621
SPFB.RTS,D,20180322,000000,128110.0000000,128250.0000000,124570.0000000,124620.0000000,674695
SPFB.RTS,D,20180323,000000,124780.0000000,126270.0000000,124340.0000000,124970.0000000,714654
SPFB.RTS,D,20180326,000000,124980.0000000,126170.0000000,122520.0000000,123760.0000000,687776
SPFB.RTS,D,20180327,000000,123800.0000000,124890.0000000,122910.0000000,123160.0000000,594914
SPFB.RTS,D,20180328,000000,123130.0000000,123420.0000000,122010.0000000,122900.0000000,649618
SPFB.RTS,D,20180329,000000,122920.0000000,125450.0000000,122830.0000000,125440.0000000,470422
SPFB.RTS,D,20180330,000000,125450.0000000,125590.0000000,124340.0000000,125190.0000000,211017
SPFB.RTS,D,20180402,000000,125200.0000000,125900.0000000,122850.0000000,123550.0000000,479253
SPFB.RTS,D,20180403,000000,123600.0000000,124090.0000000,122700.0000000,124010.0000000,576167
SPFB.RTS,D,20180404,000000,123950.0000000,124860.0000000,122220.0000000,124860.0000000,662642
SPFB.RTS,D,20180405,000000,124780.0000000,125370.0000000,124080.0000000,124920.0000000,542822
SPFB.RTS,D,20180406,000000,124800.0000000,124910.0000000,122150.0000000,122460.0000000,590931
SPFB.RTS,D,20180409,000000,122490.0000000,122640.0000000,105500.0000000,107980.0000000,1106552
SPFB.RTS,D,20180410,000000,107990.0000000,111460.0000000,104750.0000000,108310.0000000,827640
SPFB.RTS,D,20180411,000000,108200.0000000,111540.0000000,104650.0000000,110970.0000000,687501
SPFB.RTS,D,20180412,000000,110810.0000000,113700.0000000,110210.0000000,112020.0000000,517955
SPFB.RTS,D,20180413,000000,112150.0000000,113790.0000000,109550.0000000,110480.0000000,445997
SPFB.RTS,D,20180416,000000,110360.0000000,112170.0000000,108110.0000000,111950.0000000,568897
SPFB.RTS,D,20180417,000000,111960.0000000,113040.0000000,110230.0000000,111750.0000000,502959
SPFB.RTS,D,20180418,000000,111860.0000000,116690.0000000,111340.0000000,116210.0000000,515044
SPFB.RTS,D,20180419,000000,116310.0000000,117760.0000000,113960.0000000,115110.0000000,487297
SPFB.RTS,D,20180420,000000,115100.0000000,115330.0000000,112450.0000000,113690.0000000,382166
SPFB.RTS,D,20180423,000000,113780.0000000,114900.0000000,112000.0000000,114050.0000000,601119
SPFB.RTS,D,20180424,000000,114160.0000000,116000.0000000,113590.0000000,113960.0000000,384955
SPFB.RTS,D,20180425,000000,113960.0000000,114790.0000000,112890.0000000,113690.0000000,357169
SPFB.RTS,D,20180426,000000,113700.0000000,115370.0000000,112810.0000000,115100.0000000,370326
SPFB.RTS,D,20180427,000000,115060.0000000,116800.0000000,114440.0000000,115860.0000000,312544
SPFB.RTS,D,20180428,000000,115890.0000000,116290.0000000,115860.0000000,115990.0000000,34209
SPFB.RTS,D,20180430,000000,116110.0000000,116920.0000000,114420.0000000,114730.0000000,265963
SPFB.RTS,D,20180502,000000,114720.0000000,115280.0000000,112620.0000000,112850.0000000,348397
SPFB.RTS,D,20180503,000000,112850.0000000,114780.0000000,112470.0000000,114000.0000000,398192
SPFB.RTS,D,20180504,000000,113970.0000000,115780.0000000,113150.0000000,115480.0000000,324380
SPFB.RTS,D,20180507,000000,115490.0000000,115950.0000000,113520.0000000,114020.0000000,289387
SPFB.RTS,D,20180508,000000,114070.0000000,115030.0000000,112820.0000000,114920.0000000,416307
SPFB.RTS,D,20180510,000000,115040.0000000,118650.0000000,115040.0000000,118290.0000000,385283
SPFB.RTS,D,20180511,000000,118220.0000000,119840.0000000,117870.0000000,118420.0000000,314926
SPFB.RTS,D,20180514,000000,118460.0000000,120350.0000000,118170.0000000,119090.0000000,307799
SPFB.RTS,D,20180515,000000,118950.0000000,119640.0000000,116710.0000000,117340.0000000,395233
SPFB.RTS,D,20180516,000000,117200.0000000,119390.0000000,117060.0000000,119100.0000000,368001
SPFB.RTS,D,20180517,000000,119150.0000000,119290.0000000,116880.0000000,117210.0000000,315094
SPFB.RTS,D,20180518,000000,117230.0000000,118350.0000000,116680.0000000,116970.0000000,274835
SPFB.RTS,D,20180521,000000,117100.0000000,119300.0000000,116700.0000000,119030.0000000,281188
SPFB.RTS,D,20180522,000000,118970.0000000,119960.0000000,118480.0000000,118710.0000000,332778
SPFB.RTS,D,20180523,000000,118640.0000000,118640.0000000,116980.0000000,117960.0000000,379316
SPFB.RTS,D,20180524,000000,117960.0000000,118240.0000000,116750.0000000,117500.0000000,357446
SPFB.RTS,D,20180525,000000,117460.0000000,118180.0000000,116010.0000000,116340.0000000,360482
SPFB.RTS,D,20180528,000000,116340.0000000,116880.0000000,115940.0000000,116740.0000000,167231
SPFB.RTS,D,20180529,000000,116660.0000000,116660.0000000,114070.0000000,114650.0000000,439783
SPFB.RTS,D,20180530,000000,114700.0000000,116970.0000000,114570.0000000,116740.0000000,393129
SPFB.RTS,D,20180531,000000,116720.0000000,117260.0000000,115370.0000000,115690.0000000,383176
SPFB.RTS,D,20180601,000000,115740.0000000,117290.0000000,115740.0000000,116640.0000000,294031
SPFB.RTS,D,20180604,000000,116680.0000000,118250.0000000,116620.0000000,117620.0000000,264290
SPFB.RTS,D,20180605,000000,117620.0000000,118430.0000000,116570.0000000,116970.0000000,330486
SPFB.RTS,D,20180606,000000,117010.0000000,118190.0000000,116680.0000000,118170.0000000,307191
SPFB.RTS,D,20180607,000000,118190.0000000,118540.0000000,116170.0000000,116690.0000000,291228
SPFB.RTS,D,20180608,000000,116640.0000000,116640.0000000,113950.0000000,114950.0000000,470727
SPFB.RTS,D,20180609,000000,115010.0000000,115230.0000000,114580.0000000,114950.0000000,34283
SPFB.RTS,D,20180611,000000,112700.0000000,113070.0000000,111390.0000000,111770.0000000,4488
SPFB.RTS,D,20180613,000000,111750.0000000,112690.0000000,110930.0000000,111600.0000000,14424
SPFB.RTS,D,20180614,000000,111670.0000000,112420.0000000,110700.0000000,110950.0000000,13810
SPFB.RTS,D,20180615,000000,111000.0000000,111220.0000000,108650.0000000,109020.0000000,27054
SPFB.RTS,D,20180618,000000,108910.0000000,109160.0000000,107160.0000000,108290.0000000,70978
SPFB.RTS,D,20180619,000000,107960.0000000,108440.0000000,105150.0000000,108080.0000000,146386
SPFB.RTS,D,20180620,000000,108180.0000000,109940.0000000,108180.0000000,108910.0000000,226212
SPFB.RTS,D,20180621,000000,108890.0000000,109520.0000000,108140.0000000,108660.0000000,337192
SPFB.RTS,D,20180622,000000,108740.0000000,110980.0000000,108740.0000000,110740.0000000,365373
SPFB.RTS,D,20180625,000000,110690.0000000,111030.0000000,109540.0000000,110780.0000000,328720
SPFB.RTS,D,20180626,000000,110840.0000000,111220.0000000,109200.0000000,110390.0000000,338627
SPFB.RTS,D,20180627,000000,110330.0000000,111500.0000000,108580.0000000,109970.0000000,438907
SPFB.RTS,D,20180628,000000,109950.0000000,111450.0000000,109670.0000000,111410.0000000,360573
SPFB.RTS,D,20180629,000000,111460.0000000,113490.0000000,111460.0000000,113390.0000000,324470
SPFB.RTS,D,20180702,000000,113300.0000000,114510.0000000,112090.0000000,113140.0000000,401771
SPFB.RTS,D,20180703,000000,113230.0000000,113690.0000000,112280.0000000,112800.0000000,278418
